"			""L1""",1109138006,324218034,1109138005,567596912,1.70278,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:4""",763.14062,2001.52589,3961.07003,"""OAF-CAL_DARM_DQ""",1.90E-07,14.34714,0,0,0,RF Oscillator
"			""L1""",1109138078,982420921,1109138078,891639947,0.12071,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:66""",1295.59375,2043.99908,3876.12365,"""OAF-CAL_DARM_DQ""",8.15E-08,13.19169,0,0,0,RF Oscillator
"			""L1""",1109138164,22460937,1109138163,207223892,1.00774,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:123""",1224.78125,2001.23621,3961.64939,"""OAF-CAL_DARM_DQ""",3.82E-07,13.41039,0,0,0,RF Oscillator
"			""L1""",1109138213,740233898,1109138213,665385961,0.19267,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:167""",1295.59375,2033.91673,3896.28834,"""OAF-CAL_DARM_DQ""",8.64E-08,13.98531,0,0,0,RF Oscillator
"			""L1""",1109138231,924803972,1109138231,780620098,0.21903,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:178""",1295.59375,2056.45431,3851.21319,"""OAF-CAL_DARM_DQ""",8.33E-08,13.48566,0,0,0,RF Oscillator
"			""L1""",1109138245,139647960,1109138245,69683074,0.10868,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:186""",1295.59375,2043.99908,3876.12365,"""OAF-CAL_DARM_DQ""",8.08E-08,13.08581,0,0,0,RF Oscillator
"			""L1""",1109138254,164062023,1109138254,42339086,0.20243,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:190""",978.15625,2025.75207,3912.61767,"""OAF-CAL_DARM_DQ""",1.05E-05,12.66272,0,0,0,RF Oscillator
"			""L1""",1109138255,1952886,1109138254,930033922,0.15563,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:191""",826.35938,2033.91673,3896.28834,"""OAF-CAL_DARM_DQ""",6.53E-09,13.19886,0,0,0,RF Oscillator
"			""L1""",1109138336,249022960,1109138336,197613000,0.17809,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:34""",1808.375,2025.75207,3912.61767,"""OAF-CAL_DARM_DQ""",1.71E-08,13.75399,0,0,0,RF Oscillator
"			""L1""",1109138776,612303972,1109138776,559762954,0.16059,"""Omicron""","""process:process_id:0""","""sngl_burst:event_id:139""",1295.59375,2033.91673,3896.28834,"""OAF-CAL_DARM_DQ""",8.10E-08,13.10469,0,0,0,RF Oscillator
